,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,115 Evanston Ave,1192,624,620,133,1427,5,18,2,5,78%,0,0.59,479,19,20.5,20,14,4368,1,0,1,0,27,144,4,5,9,70,77,148,97249,503,46,15,5,10,0.974,0.7,9,24,18.9,0,27,245,50,78,399,$239,0,0,0,0,0,$0,$239,$16,$868,54.25,$147,$856,5.83,$30,"$3,990",133.68,$47,"$4,368.00",93.57,79,$47.7,"$1,200.00",25,$0,$0,$0,$0,$152,$128,$24,$949,40,$72,128,$14,$715,51,$48,$99,2.06,$373,$44,Immediate,$0,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,116 Evanston Ave,1211,684,719,147,1563,5,6,2,5,95%,13,0.81,406,22,20.6,20,14,4368,0,0,0,1,96,0,5,4,4,6,89,97,177004,54617,46,15,5,10,0.974,0.96,9,24,18.9,26,178,400,82,127,788,$473,402,903,185,287,1778,$196,$668,$151,"$1,007",6.66,$339,$938,2.76,$70,"$4,410",63.34,$108,"$4,788.00",44.34,19,$11.2,"$1,200.00",108,$889,$98,"$2,300",$24,$111,$94,$17,$949,55,$126,76,$8,$715,86,$48,$99,2.06,$851,$0,Immediate,$13,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,119 Evanston Ave,1200,696,708,129,1611,5,18,2,4,80%,0,0.59,406,22,20.6,22,14,4368,1,0,0,1,27,0,6,7,7,25,73,99,105159,846,46,15,5,10,0.974,0.7,9,24,18.9,0,32,402,51,91,577,$346,0,0,0,0,0,$0,$346,$19,$991,51.46,$241,$967,4.01,$31,"$3,870",126.79,$55,"$4,872.00",88.75,103,$61.8,"$1,200.00",19,$0,$0,$0,$0,$152,$128,$24,$949,40,$86,76,$8,$715,86,$53,$109,2.06,$493,$44,Immediate,$13,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,120 Evanston Ave,1124,660,632,144,1506,5,18,2,5,80%,0,0.56,406,22,20.6,18,14,4368,1,0,0,1,0,0,4,6,7,99,73,171,68750,4475,46,15,5,10,0.974,0.7,9,24,18.9,0,19,178,37,57,291,$174,0,0,0,0,0,$0,$174,$11,$885,78.71,$107,$904,8.46,$22,"$4,320",193.94,$34,"$4,620.00",135.76,52,$31.1,"$1,200.00",39,$0,$0,$0,$0,$161,$128,$32,$949,30,$63,76,$8,$715,86,$43,$89,2.06,$289,$46,Immediate,$13,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,124 Evanston Ave,1144,576,572,121,1319,5,22,2,5,80%,0,0.56,406,22,20.6,18,14,4368,1,0,0,1,0,288,6,5,5,30,102,133,119825,993,46,15,5,10,0.974,0.7,9,24,18.9,0,20,272,54,86,432,$259,0,0,0,0,0,$0,$259,$12,$801,66.30,$163,$791,4.86,$33,"$3,630",111.27,$52,"$4,032.00",77.89,77,$46.4,"$1,200.00",26,$0,$0,$0,$0,$161,$128,$32,$949,30,$78,76,$8,$715,86,$43,$89,2.06,$390,$46,Immediate,$13,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,132 Evanston Ave,1911,780,776,135,1815,5,18,2,5,80%,0,0.59,406,22,20.6,20,14,4368,0,0,0,1,27,0,6,4,4,25,78,104,106722,746,46,15,5,10,0.974,0.7,9,24,18.9,0,36,333,54,104,527,$316,0,0,0,0,0,$0,$316,$21,"$1,086",50.70,$200,"$1,089",5.45,$32,"$4,050",124.94,$62,"$5,460.00",87.45,94,$56.5,"$1,200.00",21,$0,$0,$0,$0,$152,$128,$24,$949,40,$80,76,$8,$715,86,$48,$99,2.06,$453,$0,Immediate,$13,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,135 Evanston Ave,1211,708,644,160,1610,5,18,2,4,80%,0,0.81,406,22,20.6,18,14,4368,0,0,1,1,0,0,5,3,3,41,80,121,116871,6646,46,15,5,10,0.974,0.96,9,24,18.9,0,32,447,70,103,653,$392,0,0,0,0,0,$0,$392,$19,$902,46.30,$268,$966,3.60,$42,"$4,800",114.09,$62,"$4,956.00",79.86,117,$70.0,"$1,200.00",17,$0,$0,$0,$0,$111,$94,$17,$949,55,$87,76,$8,$715,86,$43,$89,2.06,$530,$0,Immediate,$13,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,136 Evanston Ave,952,648,560,138,1482,5,18,2,5,95%,13,0.56,479,19,20.5,16,14,4368,1,0,0,0,27,0,4,5,5,61,89,150,103404,852,46,15,5,10,0.974,0.7,9,24,18.9,26,21,222,45,70,358,$215,1,13,3,4,22,$2,$217,$13,$784,61.53,$134,$889,6.62,$27,"$4,140",151.61,$43,"$4,536.00",106.12,8,$5.1,"$1,200.00",237,$11,$1,"$2,300","$1,938",$161,$128,$32,$949,30,$38,128,$14,$715,51,$38,$79,2.06,$308,$46,Immediate,$0,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,139 Evanston Ave,1389,660,719,214,1436,5,20,2,5,95%,13,0.59,478,17,18.2,22,14,4368,1,0,0,1,27,0,5,8,8,36,75,109,65294,1465,46,15,5,10,0.974,0.7,9,24,18.9,26,14,136,44,45,239,$143,2,22,7,7,39,$4,$148,$9,"$1,007",117.08,$84,$862,10.28,$27,"$6,420",235.66,$28,"$4,620.00",164.96,6,$3.4,"$1,200.00",355,$20,$2,"$2,300","$1,066",$152,$128,$24,$949,40,$29,125,$14,$715,52,$53,$109,2.06,$244,$44,Immediate,$15,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,143 Evanston Ave,1144,576,572,134,1306,5,18,2,5,80%,0,0.57,479,19,20.5,18,14,4368,1,0,1,1,27,0,5,6,6,87,88,173,57165,4312,46,15,5,10,0.974,0.7,9,24,18.9,0,14,128,29,41,212,$127,0,0,0,0,0,$0,$127,$8,$801,94.66,$77,$784,10.18,$17,"$4,020",233.24,$25,"$4,032.00",163.27,38,$22.8,"$1,200.00",53,$0,$0,$0,$0,$158,$128,$29,$949,32,$52,128,$14,$715,51,$43,$89,2.06,$237,$45,Immediate,$15,Immediate,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,228 Stonemill Rd,1115,No basement,973,256,1694,5,35,2,14,92%,13,0.59,600,12,16.8,24,14,4368,0,1,1,1,0,144,6,4,4,77,91.03934283,169,95343,1305,46,15,5,10,97.4%,0.70,9,24,18.9,26,7,10,80,0,96,$58,1,1,8,0,9,$1,$59,$4,"$1,362",$338,$6,"$1,016",$170,$49,"$7,680",$158,$0,$0,$0,5,$3.2,"$1,200.00",376,5,$1,"$2,300",4499,$152,$128,$24,$949,40,$28,245,$27,$715,27,$58,$119,2.06,$171,$0,Immediate,$19,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,230 Stonemill Rd,1115,No basement,973,262,1688,5,35,2,14,92%,10,0.59,600,12,16.8,24,14,4368,0,1,1,1,0,144,6,1,1,46,57.78036798,103,65478,135307,46,15,5,10,97.4%,0.70,9,24,18.9,26,5,7,56,0,67,$40,86,127,1064,0,1277,$140,$181,$12,"$1,362",$112,$18,"$1,013",$56,$151,"$7,860",$52,$0,$0,$0,4,$2.2,"$1,200.00",537,786,$86,"$2,300",27,$152,$128,$24,$949,40,$113,245,$27,$715,27,$58,$119,2.06,$378,$0,Immediate,$19,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,231 Stonemill Rd,714,780,798,104,936,5,15,2,5,95%,10,0.63,509,18,20.5,12,14,4368,0,0,0,1,27,72,3,4,4,74,55.60889367,129,64866,1338,46,15,5,10,97.4%,0.70,9,24,18.9,26,24,88,21,53,186,$112,5,17,4,10,36,$4,$116,$15,"$1,117",$76,$55,$562,$10,$13,"$3,120",$236,$33,"$5,460",$165,4,$2.6,"$1,200.00",455,22,$2,"$2,300",931,$143,$128,$14,$949,67,$19,150,$16,$715,43,$29,$59,2.06,$180,$0,Immediate,$16,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,232 Stonemill Rd,1115,No basement,973,241,1709,5,35,2,14,96%,10,0.65,600,12,16.8,26,14,4368,0,1,0,1,0,0,6,6,6,69,72.7809115,141,57238,2285,46,15,5,10,97.4%,0.70,9,24,18.9,26,4,6,43,0,53,$32,1,2,17,0,20,$2,$34,$2,"$1,362",$558,$4,"$1,025",$281,$28,"$7,230",$261,$0,$0,$0,1,$0.5,"$1,200.00",2646,12,$1,"$2,300",1686,$138,$128,$10,$949,96,$12,245,$27,$715,27,$62,$128,2.06,$135,$0,Immediate,$19,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,234 Stonemill Rd,1115,No basement,973,214,1736,5,35,2,14,92%,16,0.59,600,12,16.8,20,14,4368,1,0,0,1,0,144,6,10,10,22,180.8937629,204,113990,757,46,15,5,10,97.4%,0.70,9,24,18.9,26,8,12,80,0,99,$60,0,0,3,0,4,$0,$60,$5,"$1,362",$285,$7,"$1,042",$144,$48,"$6,420",$134,$0,$0,$0,6,$3.3,"$1,200.00",363,1,$0,"$2,300",14327,$152,$128,$24,$949,40,$27,245,$27,$715,27,$48,$99,2.06,$162,$44,Immediate,$19,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,233 Stonemill Rd,1908,852,1009,98,2032,5,18,2,14,80%,10,0.59,469,16,16.78,18,14,4368,0,1,0,1,0,0,5,6,6,123,105.1610849,226,58488,5663,46,15,5,10,97.4%,0.70,9,24,18.9,26,25,8,21,62,118,$71,20,6,17,0,43,$5,$75,$17,"$1,413",$81,$6,"$1,219",$215,$15,"$2,940",$200,$37,"$5,964",$160,21,$12.6,"$1,200.00",95,26,$3,"$2,300",794,$152,$128,$24,$949,40,$39,117,$13,$715,56,$43,$89,2.06,$171,$0,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,237 Stonemill Rd,918,528,459,128,1192,5,18,2,5,95%,10,0.56,407,22,20.5,16,14,4368,1,1,0,1,27,0,3,5,5,79,94.64673942,172,65480,4211,46,15,5,10,97.4%,0.70,9,24,18.9,26,11,113,26,36,187,$112,7,69,16,22,114,$13,$124,$7,$643,$88,$75,$715,$9,$18,"$3,840",$218,$24,"$3,696",$152,4,$2.6,"$1,200.00",454,70,$8,"$2,300",298,$161,$128,$32,$949,30,$42,74,$8,$715,88,$38,$79,2.06,$214,$46,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,238 Stonemill Rd,1004,No basement,777,85,1835,5,35,2,14,94%,15,0.65,469,16,16.78,16,14,4368,1,0,0,1,0,144,6,6,6,11,93.63637661,106,121869,2598,46,15,5,10,97.4%,0.70,9,24,18.9,26,7,13,33,0,53,$32,1,2,4,0,7,$1,$32,$4,"$1,088",$268,$8,"$1,101",$135,$20,"$2,550",$126,$0,$0,$0,2,$1.1,"$1,200.00",1117,3,$0,"$2,300",6989,$138,$128,$10,$949,96,$11,117,$13,$715,56,$38,$79,2.06,$95,$40,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,240 Stonemill Rd,1004,No basement,777,102,1818,5,35,2,14,94%,0,0.65,469,16,16.78,16,14,4368,1,0,0,1,0,144,6,5,5,32,113.0571738,146,116307,5571,46,15,5,10,97.4%,0.70,9,24,18.9,0,6,13,38,0,57,$34,0,0,0,0,0,$0,$34,$4,"$1,088",$288,$8,"$1,091",$145,$23,"$3,060",$135,$0,$0,$0,2,$1.2,"$1,200.00",1042,0,$0,$0,0,$138,$128,$10,$949,96,$11,117,$13,$715,56,$38,$79,2.06,$96,$40,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,306 Stonemill Rd,1834,756,836,129,1761,5,22,2,5,95%,13,0.81,407,22,20.5,18,14,4368,0,0,0,1,0,36,5,5,5,80,74.08544152,153,61368,812,46,15,5,10,97.4%,0.95,9,24,18.9,26,13,156,25,49,243,$146,1,15,2,5,24,$3,$148,$8,"$1,170",$151,$95,"$1,057",$11,$15,"$3,870",$254,$30,"$5,292",$178,6,$3.4,"$1,200.00",349,12,$1,"$2,300",1779,$111,$95,$16,$949,58,$21,74,$8,$715,88,$43,$89,2.06,$221,$0,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,301 Stonemill Rd,997,780,812,155,1795,5,22,2,5,95%,13,0.59,407,22,20.5,20,14,4368,1,1,0,1,0,0,6,5,5,49,75.89482275,125,116572,2119,46,15,5,10,97.4%,0.70,9,24,18.9,26,23,303,57,96,479,$287,3,40,8,13,64,$7,$294,$14,"$1,137",$79,$186,"$1,077",$6,$35,"$4,650",$133,$59,"$5,460",$93,11,$6.8,"$1,200.00",177,32,$4,"$2,300",657,$152,$128,$24,$949,40,$34,74,$8,$715,88,$48,$99,2.06,$385,$44,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,305 Stonemill Rd,997,780,812,190,1760,5,22,2,5,95%,13,0.59,407,22,20.5,18,14,4368,1,1,0,1,0,0,6,3,3,24,53.53645743,78,111262,7585,46,15,5,10,97.4%,0.70,9,24,18.9,26,22,283,67,91,463,$278,11,141,33,46,231,$25,$303,$15,"$1,137",$78,$185,"$1,056",$6,$44,"$5,700",$131,$60,"$5,460",$91,11,$6.6,"$1,200.00",183,116,$13,"$2,300",181,$152,$128,$24,$949,40,$43,74,$8,$715,88,$43,$89,2.06,$398,$44,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,307 Stonemill Rd,1832,840,880,166,1934,5,18,2,5,92%,15,0.63,407,22,20.5,24,14,4368,0,1,0,1,0,72,5,4,4,37,118.8202159,156,112388,4950,46,15,5,10,97.4%,0.70,9,24,18.9,26,37,325,61,103,525,$315,10,88,16,28,142,$16,$331,$23,"$1,232",$53,$204,"$1,160",$6,$38,"$4,980",$130,$65,"$5,880",$91,29,$17.1,"$1,200.00",70,60,$7,"$2,300",348,$143,$128,$14,$949,67,$38,74,$8,$715,88,$58,$119,2.06,$434,$0,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,308 Stonemill Rd,1190,612,728,83,1447,5,18,2,14,80%,11.3,0.55,407,22,20.5,14,14,4368,1,0,0,1,27,0,5,9,9,51,77.1527444,127,63348,5349,46,15,5,10,97.4%,0.70,9,24,18.9,26,20,6,20,48,94,$57,12,4,12,29,56,$6,$63,$13,"$1,019",$77,$4,$868,$204,$13,"$2,490",$190,$32,"$4,284",$133,17,$10.1,"$1,200.00",119,32,$4,"$2,300",655,$163,$128,$35,$949,27,$49,74,$8,$715,88,$34,$69,2.06,$153,$47,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,309 Stonemill Rd,1568,840,832,140,1960,5,18,2,5,80%,0,0.59,407,22,20.5,20,14,4368,1,0,0,1,0,0,5,1,1,53,37.08357479,90,70185,135307,46,15,5,10,97.4%,0.70,9,24,18.9,0,25,236,37,74,372,$223,0,0,0,0,0,$0,$223,$15,"$1,165",$77,$142,"$1,176",$8,$22,"$4,200",$190,$44,"$5,880",$133,66,$39.9,"$1,200.00",30,0,$0,$0,0,$152,$128,$24,$949,40,$64,74,$8,$715,88,$48,$99,2.06,$343,$44,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,313 Stonemill Rd,1512,624,660,169,1391,5,32,2,14,92%,10,0.56,469,16,16.78,28,14,4368,1,0,0,1,0,0,5,5,5,86,55.71728079,140,53150,5376,46,15,5,10,97.4%,0.70,9,24,18.9,26,4,4,29,36,74,$44,3,4,27,34,68,$8,$52,$3,$924,$355,$3,$835,$265,$21,"$5,070",$246,$25,"$4,368",$173,4,$2.4,"$1,200.00",491,42,$5,"$2,300",497,$161,$128,$32,$949,30,$39,117,$13,$715,56,$67,$138,2.06,$171,$46,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,315 Stonemill Rd,1698,No basement,1698,145,1925,5,38,2,14,94%,15,0.58,587,20,26.4,20,14,4368,0,1,0,1,0,0,6,11,20,64,121.2667085,185,238882,135307,46,15,5,10,97.4%,0.70,9,24,18.9,26,19,27,110,0,156,$94,67,97,392,0,556,$61,$155,$19,"$2,377",$128,$27,"$1,155",$43,$109,"$4,350",$40,$0,$0,$0,5,$3.2,"$1,200.00",377,235,$26,"$2,300",89,$155,$128,$27,$949,36,$56,216,$24,$715,30,$48,$99,2.06,$282,$0,Immediate,$19,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,317 Stonemill Rd,1698,No basement,1698,116,1954,5,38,2,14,94%,15,0.58,469,16,16.78,20,14,4368,0,0,0,1,0,0,5,8,11,0,0,0,145077,24993,46,15,5,10,97.4%,0.70,9,24,18.9,26,11,17,54,0,82,$49,12,18,58,0,88,$10,$59,$8,"$2,377",$291,$12,"$1,172",$97,$39,"$3,480",$90,$0,$0,$0,3,$1.7,"$1,200.00",722,37,$4,"$2,300",559,$155,$128,$27,$949,36,$32,117,$13,$715,56,$48,$99,2.06,$152,$0,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,319 Stonemill Rd,1698,No basement,1698,130,1940,5,38,2,14,94%,15,0.59,469,16,16.78,20,14,4368,0,1,0,1,0,0,5,10,10,45,92.05564239,138,111540,43116,46,15,5,10,97.4%,0.70,9,24,18.9,26,9,13,46,0,68,$41,21,31,112,0,164,$18,$59,$8,"$2,377",$314,$11,"$1,164",$105,$40,"$3,900",$97,$0,$0,$0,2,$1.4,"$1,200.00",871,70,$8,"$2,300",301,$152,$128,$24,$949,40,$33,117,$13,$715,56,$48,$99,2.06,$153,$0,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,321 Stonemill Rd,1698,No basement,1698,101,1969,5,38,2,14,94%,13,0.58,469,16,16.78,20,14,4368,1,0,0,1,0,0,5,9,10,0,0,0,145077,24993,46,15,5,10,97.4%,0.70,9,24,18.9,26,11,17,47,0,75,$45,14,21,58,0,94,$10,$55,$8,"$2,377",$284,$12,"$1,181",$95,$34,"$3,030",$88,$0,$0,$0,3,$1.5,"$1,200.00",787,47,$5,"$2,300",447,$155,$128,$27,$949,36,$33,117,$13,$715,56,$48,$99,2.06,$149,$45,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,323 Stonemill Rd,1698,No basement,1698,128,1942,5,38,2,14,94%,13,0.58,469,16,16.78,20,14,4368,1,1,0,1,0,0,5,13,13,79,86.0248232,163,58107,59475,46,15,5,10,97.4%,0.70,9,24,18.9,26,5,7,24,0,35,$21,34,50,176,0,259,$28,$49,$6,"$2,377",$369,$9,"$1,165",$123,$34,"$3,840",$114,$0,$0,$0,1,$0.7,"$1,200.00",1689,129,$14,"$2,300",161,$155,$128,$27,$949,36,$42,117,$13,$715,56,$48,$99,2.06,$152,$45,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,320 Stonemill Rd,1096,936,1096,106,1142,5,13,2,5,95%,0,0.59,407,22,20.5,14,14,4368,1,0,0,1,27,0,5,4,4,38,48.45400363,85,64254,40300,46,15,5,10,97.4%,0.70,9,24,18.9,0,42,106,21,63,233,$140,0,0,0,0,0,$0,$140,$25,"$1,534",$60,$64,$685,$11,$13,"$3,180",$247,$38,"$6,552",$173,6,$3.3,"$1,200.00",363,0,$0,$0,0,$152,$128,$24,$949,40,$27,74,$8,$715,88,$34,$69,2.06,$209,$44,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,324 Stonemill Rd,1115,No basement,973,218,1582,5,35,2,14,95%,13,0.7,600,12,16.8,26,14,4368,1,0,0,1,27,0,6,5,5,46,98.08555609,145,102146,15284,46,15,5,10,97.4%,0.70,9,24,18.9,26,7,9,70,0,87,$52,7,10,77,0,95,$10,$62,$5,"$1,362",$276,$7,$949,$139,$51,"$6,540",$129,$0,$0,$0,2,$1.3,"$1,200.00",937,47,$5,"$2,300",441,$128,$128,$0,$949,0,$6,245,$27,$715,27,$62,$128,2.06,$158,$37,Immediate,$19,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,328 Stonemill Rd,1115,No basement,973,205,1595,5,35,2,14,95%,13,0.7,600,12,16.8,26,14,4368,1,1,0,1,27,0,6,11,11,40,62.82583186,101,64823,4246,46,15,5,10,97.4%,0.70,9,24,18.9,26,4,6,42,0,52,$31,2,3,20,0,25,$3,$34,$3,"$1,362",$480,$4,$957,$242,$27,"$6,150",$225,$0,$0,$0,1,$0.8,"$1,200.00",1549,13,$1,"$2,300",1668,$128,$128,$0,$949,0,$2,245,$27,$715,27,$62,$128,2.06,$126,$37,Immediate,$19,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,333 Stonemill Rd,2773,1416,2640,292,3248,5,40,2,14,93%,16,0.95,407,22,16.8,80,14,4368,1,0,0,1,0,0,12,1,1,53,51.80808012,104,62542,135307,46,15,5,10,97.4%,0.95,9,24,18.9,26,6,12,59,95,172,$103,72,153,741,1197.5,2163,$238,$341,$11,"$3,696",$327,$24,"$1,949",$81,$117,"$8,760",$75,$189,"$9,912",$52,8,$4.7,"$1,200.00",257,832,$92,"$2,300",25,$95,$95,$0,$949,0,$96,13,$1,$715,506,$192,$395,2.06,$631,$27,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,336  Stonemill Rd,768,768,768,70,954,5,6,2,14,78%,0,0.56,469,16,16.78,10,14,4368,1,0,1,1,0,0,2,2,2,17,100.4510088,118,126190,109063,46,15,5,10,97.4%,0.70,9,24,18.9,0,165,9,34,124,332,$199,0,0,0,0.0,0,$0,$199,$99,"$1,075",$11,$5,$572,$111,$20,"$2,100",$103,$75,"$5,376",$72,66,$39.7,"$1,200.00",30,0,$0,$0,0,$161,$128,$32,$949,30,$72,117,$13,$715,56,$24,$49,2.06,$308,$46,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,337 Stonemill Rd,1460,660,910,153,1497,5,18,2,5,95%,13,0.59,469,16,16.78,12,14,4368,0,1,0,1,0,72,5,7,7,2,209.2382361,211,226782,2921,46,15,5,10,97.4%,0.70,9,24,18.9,26,75,491,109,157,833,$500,7,46,10,14.8,78,$9,$508,$46,"$1,274",$28,$300,$898,$3,$67,"$4,590",$69,$96,"$4,620",$48,20,$11.8,"$1,200.00",102,39,$4,"$2,300",533,$152,$128,$24,$949,40,$40,117,$13,$715,56,$29,$59,2.06,$590,$0,Immediate,$15,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,338 Stonemill Rd,978,888,978,80,1104,5,6,2,13,95%,13,0.59,407,22,20.5,10,14,4368,0,0,0,1,0,0,2,9,9,59,80.83796006,138,59215,135307,46,15,5,10,97.4%,0.70,9,24,18.9,26,81,8,15,55,160,$96,1355,139,250,924.2,2668,$293,$389,$198,"$1,369",$7,$20,$662,$33,$36,"$2,400",$66,$135,"$6,216",$46,4,$2.3,"$1,200.00",531,1334,$147,"$2,300",16,$152,$128,$24,$949,40,$173,74,$8,$715,88,$24,$49,2.06,$594,$0,Immediate,$13,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,339 Stonemill Rd,1460,888,910,136,1048,5,6,2,14,78%,13,0.55,600,12,16.8,14,14,4368,0,1,0,1,0,0,5,6,6,30,50.35386006,79,62807,135307,46,15,5,10,97.4%,0.70,9,24,18.9,26,98,5,33,72,207,$124,1261,61,425,924.2,2671,$294,$418,$197,"$1,274",$6,$10,$629,$66,$66,"$4,080",$61,$145,"$6,216",$43,41,$24.7,"$1,200.00",49,1335,$147,"$2,300",16,$163,$128,$35,$949,27,$207,245,$27,$715,27,$34,$69,2.06,$685,$0,Immediate,$19,Immediate,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
